!,Experiment ID,,Field Overlay ID,Seasonal Strategy ID,"Name of experiment, field test or survey",Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)","Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,
!,text,number,text,text,text,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,
#,EID,RUN#,FIELD_OVERLAY,SEASONAL_STRATEGY,EXNAME,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,
*,"MACH0060_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0060_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,3393,,1998-09-12,,,"",2,3,0,0,4122,,"",DSSAT
*,"MACH0062_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0062_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,103,,1998-09-12,,,"",2,0,0,0,70,,"",DSSAT
*,"MACH0063_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0063_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,2828,,1998-09-12,,,"",2,3,0,0,4181,,"",DSSAT
*,"MACH0066_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0066_1","","0XFX",1,"","1",,,AgMIP,0,MK13,TOA0235076,-1.6464,37.2607,"Maize",990003,"SHORT SEASON",1998-09-12,1998-10-12,46,,1999-02-14,,,"",2,0,0,0,,,"",DSSAT
*,"MACH0068_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0068_1","","0XFX",1,"","1",,,AgMIP,0,MK13,TOA0235076,-1.6464,37.2607,"Maize",990003,"SHORT SEASON",1998-09-12,1998-10-12,56,,1999-02-14,,,"",2,0,0,0,,,"",DSSAT
*,"MACH0069_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0069_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230066,-1.6779,37.2999,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,2621,,1998-09-12,,,"",2,3,0,0,3795,,"",DSSAT
*,"MACH0070_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0070_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230066,-1.6779,37.2999,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,845,,1998-09-12,,,"",2,0,0,0,113,,"",DSSAT
*,"MACH0072_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0072_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0248085,-1.6280,37.2991,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,760,,1998-09-12,,,"",2,5,0,0,,,"",DSSAT
*,"MACH0073_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0073_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0248085,-1.6280,37.2991,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,3862,,1998-09-12,,,"",2,3,0,0,4328,,"",DSSAT
*,"MACH0075_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0075_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230097,-1.6653,37.3002,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,5379,,1998-09-12,,,"",2,0,0,0,2696,,"",DSSAT
*,"MACH0078_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0078_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230107,-1.6706,37.2908,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,2207,,1998-09-12,,,"",2,0,0,0,4352,,"",DSSAT
*,"MACH0081_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0081_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0080076,-1.6435,37.2764,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,6207,,1998-09-12,,,"",2,0,0,0,4524,,"",DSSAT
*,"MACH0086_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0086_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,3241,,1998-09-12,,,"",2,0,0,0,4167,,"",DSSAT
*,"MACH0088_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0088_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230066,-1.6779,37.2999,"Maize",990003,"SHORT SEASON",1998-02-14,1998-03-16,710,,1998-09-12,,,"",2,7,0,0,60,,"",DSSAT
*,"MACH0090_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0090_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230066,-1.6779,37.2999,"Maize",990003,"SHORT SEASON",1998-09-12,1998-10-12,553,,1999-02-14,,,"",2,8,0,0,317,,"",DSSAT
*,"MACH0092_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0092_1","","0XFX",1,"","1",,,AgMIP,0,MK14,TOA0230066,-1.6779,37.2999,"Maize",990003,"SHORT SEASON",1998-09-12,1998-10-12,98,,1999-02-14,,,"",2,8,0,0,317,,"",DSSAT
*,"MACH0255_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0255_1","","0XFX",1,"","1",,,AgMIP,0,MK10,TOA0235085,-1.3179,37.5142,"Maize",990003,"SHORT SEASON",1999-03-16,1999-04-15,1000,,1999-09-12,,,"",2,5,0,0,,,"",DSSAT
*,"MACH0256_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0256_1","","0XFX",1,"","1",,,AgMIP,0,MK10,TOA0235085,-1.3179,37.5142,"Maize",990003,"SHORT SEASON",1999-03-16,1999-04-15,227,,1999-09-12,,,"",2,5,0,0,10,,"",DSSAT
